Buyer ID,Age,Location,Painting Preference (%),Sculpture Preference (%),Photograph Preference (%),Avg Spend,Views,Likes,Style Preference,Medium Preference,Feedback Sentiment,Repeat Purchases
B1027,50,Toronto,95,4,1,957,30,12,Abstract,Bronze,Negative,7
B1028,18,NYC,34,81,-15,770,39,14,Impressionist,Digital Prints,Neutral,1
B1029,57,Paris,34,18,48,1150,15,12,Surreal,Bronze,Positive,6
B1030,52,Tokyo,21,15,64,1659,48,5,Abstract,Digital Prints,Neutral,6
B1031,45,Toronto,78,0,22,1691,24,15,Contemporary,Mixed Media,Negative,1
B1032,59,Dubai,82,6,12,197,31,3,Abstract,Bronze,Negative,7
B1033,59,NYC,85,2,13,1489,31,10,Surreal,Digital Prints,Negative,10
B1034,52,Mumbai,43,69,-12,1919,10,13,Surreal,Digital Prints,Positive,4
B1035,47,Tokyo,87,22,-9,1499,15,2,Contemporary,Oil,Neutral,2
B1036,54,Singapore,52,48,0,869,25,5,Surreal,Bronze,Neutral,8
B1037,46,Singapore,9,85,6,877,8,15,Contemporary,Watercolor,Negative,9
B1038,61,Paris,26,99,-25,369,14,18,Abstract,Watercolor,Negative,6
B1039,21,Berlin,92,77,-69,511,32,10,Impressionist,Bronze,Neutral,8
B1040,34,Sydney,52,48,0,1824,37,8,Realistic,Watercolor,Positive,9
B1041,48,NYC,26,99,-25,1351,40,16,Realistic,Oil,Negative,9
B1042,36,Mumbai,79,52,-31,954,49,6,Impressionist,Bronze,Positive,9
B1043,21,Mumbai,100,76,-76,262,23,20,Impressionist,Digital Prints,Negative,8
B1044,36,Paris,6,67,27,1377,47,5,Impressionist,Bronze,Positive,9
B1045,50,NYC,3,38,59,1575,12,4,Contemporary,Sculpture,Positive,3
B1046,30,Singapore,98,28,-26,735,22,8,Abstract,Oil,Neutral,1
B1047,56,Singapore,4,31,65,1579,14,4,Abstract,Digital Prints,Neutral,9
B1048,23,Mumbai,28,21,51,413,10,13,Surreal,Mixed Media,Neutral,4
B1049,47,Berlin,60,0,40,1928,33,10,Surreal,Mixed Media,Neutral,9
B1050,33,London,10,51,39,1963,38,12,Contemporary,Sculpture,Negative,3
B1051,59,Dubai,15,12,73,1550,12,20,Realistic,Bronze,Neutral,7
B1052,24,Dubai,15,6,79,445,15,12,Realistic,Sculpture,Negative,2
B1053,21,Berlin,92,72,-64,1656,39,4,Realistic,Sculpture,Positive,9
B1054,54,Berlin,35,98,-33,845,32,14,Impressionist,Sculpture,Positive,10
B1055,44,Berlin,14,7,79,813,50,7,Surreal,Digital Prints,Negative,9
B1056,41,Mumbai,99,24,-23,698,8,2,Realistic,Watercolor,Positive,10
B1057,19,Sydney,9,77,14,807,16,13,Realistic,Sculpture,Positive,8
B1058,46,Paris,73,62,-35,1558,35,20,Abstract,Mixed Media,Negative,8
B1059,29,Tokyo,57,76,-33,543,34,18,Surreal,Sculpture,Negative,1
B1060,34,Singapore,56,73,-29,1613,16,6,Surreal,Bronze,Negative,2
B1061,65,Tokyo,71,16,13,1508,44,18,Abstract,Sculpture,Negative,1
B1062,51,NYC,62,86,-48,232,13,9,Realistic,Watercolor,Neutral,2
B1063,25,Dubai,47,13,40,1589,45,20,Impressionist,Sculpture,Positive,10
B1064,63,Tokyo,41,12,47,1505,20,16,Realistic,Mixed Media,Neutral,6
B1065,54,Sydney,46,90,-36,542,8,20,Abstract,Digital Prints,Negative,7
B1066,55,London,92,42,-34,1465,50,1,Contemporary,Watercolor,Neutral,3
B1067,64,Paris,63,15,22,184,31,6,Surreal,Digital Prints,Neutral,7
B1068,25,Singapore,72,51,-23,737,37,11,Surreal,Watercolor,Neutral,5
B1069,42,London,9,26,65,627,39,19,Abstract,Watercolor,Positive,2
B1070,52,Sydney,28,2,70,731,35,3,Impressionist,Oil,Neutral,8
B1071,53,Mumbai,79,0,21,419,43,20,Impressionist,Watercolor,Positive,6
B1072,30,Toronto,95,68,-63,410,5,11,Contemporary,Mixed Media,Neutral,1
B1073,59,Dubai,13,51,36,1703,38,3,Realistic,Sculpture,Neutral,3
B1074,62,NYC,73,23,4,1811,32,12,Contemporary,Sculpture,Positive,5
B1075,61,Sydney,80,94,-74,1064,46,18,Abstract,Sculpture,Positive,7
B1076,39,Berlin,26,73,1,1086,19,13,Contemporary,Bronze,Neutral,2
B1077,18,Paris,72,29,-1,1396,7,19,Abstract,Oil,Neutral,9
B1078,59,Sydney,49,53,-2,796,17,10,Surreal,Watercolor,Neutral,4
B1079,40,Berlin,57,7,36,1321,36,8,Realistic,Watercolor,Neutral,7
B1080,58,NYC,47,21,32,1152,10,6,Contemporary,Watercolor,Neutral,6
B1081,41,Toronto,59,92,-51,113,32,3,Contemporary,Watercolor,Neutral,6
B1082,54,Mumbai,1,63,36,926,40,10,Impressionist,Digital Prints,Neutral,3
B1083,40,Berlin,73,25,2,1514,35,19,Realistic,Watercolor,Positive,1
B1084,25,Mumbai,37,78,-15,1556,49,12,Abstract,Watercolor,Negative,8
B1085,34,Tokyo,79,32,-11,613,22,6,Contemporary,Mixed Media,Negative,1
B1086,63,Toronto,66,85,-51,551,37,12,Impressionist,Watercolor,Neutral,8
B1087,45,Toronto,72,50,-22,1291,49,1,Realistic,Oil,Neutral,9
B1088,56,Singapore,93,14,-7,1458,26,18,Abstract,Watercolor,Neutral,2
B1089,30,Sydney,99,5,-4,687,10,1,Contemporary,Sculpture,Positive,5
B1090,65,NYC,81,79,-60,967,48,13,Surreal,Oil,Neutral,1
B1091,37,Berlin,72,78,-50,716,11,13,Abstract,Mixed Media,Positive,8
B1092,28,Tokyo,40,28,32,1212,37,9,Surreal,Digital Prints,Neutral,4
B1093,22,Berlin,46,42,12,1201,31,17,Abstract,Bronze,Neutral,7
B1094,45,Paris,9,38,53,361,11,6,Surreal,Mixed Media,Negative,8
B1095,19,Berlin,78,84,-62,724,31,18,Contemporary,Bronze,Positive,10
B1096,50,Toronto,94,94,-88,1313,46,18,Impressionist,Sculpture,Neutral,5
B1097,28,Dubai,95,87,-82,1753,44,6,Surreal,Sculpture,Positive,4
B1098,40,Paris,92,48,-40,1330,32,20,Contemporary,Oil,Negative,10
B1099,51,Tokyo,93,42,-35,1775,35,20,Surreal,Mixed Media,Positive,6
B1100,51,Tokyo,95,69,-64,908,45,16,Impressionist,Sculpture,Neutral,3
B1101,43,London,40,55,5,574,25,20,Realistic,Oil,Negative,9
B1102,26,NYC,70,15,15,1446,50,1,Surreal,Oil,Positive,3
B1103,46,Paris,95,77,-72,1985,38,8,Contemporary,Watercolor,Positive,5
B1104,42,Mumbai,62,91,-53,1418,22,16,Impressionist,Watercolor,Negative,7
B1105,20,NYC,45,79,-24,854,5,14,Surreal,Sculpture,Positive,5
B1106,50,London,83,19,-2,1601,48,1,Impressionist,Mixed Media,Positive,7
B1107,55,Sydney,64,22,14,642,10,5,Impressionist,Mixed Media,Positive,5
B1108,27,Toronto,91,99,-90,741,43,5,Abstract,Sculpture,Negative,10
B1109,20,Berlin,51,42,7,538,7,8,Realistic,Watercolor,Negative,9
B1110,26,Sydney,76,47,-23,796,42,2,Contemporary,Bronze,Positive,8
B1111,60,Dubai,9,71,20,1010,41,20,Realistic,Digital Prints,Negative,4
B1112,51,Mumbai,15,13,72,727,50,7,Impressionist,Mixed Media,Positive,6
B1113,19,Sydney,1,33,66,284,26,1,Contemporary,Mixed Media,Neutral,4
B1114,50,Tokyo,46,64,-10,1615,38,16,Surreal,Bronze,Positive,9
B1115,27,Mumbai,29,5,66,1358,10,15,Realistic,Watercolor,Positive,10
B1116,33,Mumbai,80,39,-19,1877,33,9,Realistic,Watercolor,Positive,6
B1117,29,Dubai,89,20,-9,131,43,14,Realistic,Mixed Media,Negative,2
B1118,54,Dubai,35,46,19,1280,29,19,Surreal,Sculpture,Positive,4
B1119,41,Dubai,31,33,36,822,43,8,Surreal,Sculpture,Negative,5
B1120,53,Toronto,84,54,-38,1621,17,4,Contemporary,Watercolor,Positive,6
B1121,33,Paris,54,72,-26,471,24,4,Abstract,Bronze,Negative,3
B1122,58,Singapore,78,90,-68,1635,42,11,Surreal,Oil,Neutral,3
B1123,60,Dubai,48,91,-39,947,40,2,Surreal,Mixed Media,Positive,9
B1124,46,Toronto,76,10,14,1320,23,8,Surreal,Oil,Negative,10
B1125,56,Mumbai,33,2,65,1473,5,5,Surreal,Sculpture,Negative,9
B1126,33,Singapore,20,58,22,876,9,1,Realistic,Bronze,Neutral,5
B1127,50,Dubai,34,52,14,440,26,5,Realistic,Oil,Positive,3
B1128,36,London,23,93,-16,692,46,2,Surreal,Sculpture,Neutral,1
B1129,35,London,24,85,-9,1346,42,18,Abstract,Bronze,Positive,6
B1130,44,Toronto,67,24,9,608,16,12,Realistic,Oil,Positive,2
B1131,58,Mumbai,29,10,61,1814,5,7,Contemporary,Digital Prints,Negative,1
B1132,49,Dubai,76,65,-41,989,25,7,Abstract,Mixed Media,Neutral,4
B1133,64,Dubai,28,40,32,1475,41,19,Contemporary,Oil,Negative,6
B1134,26,Toronto,65,50,-15,1630,43,1,Impressionist,Mixed Media,Negative,10
B1135,55,Mumbai,23,90,-13,1044,9,12,Contemporary,Sculpture,Negative,7
B1136,35,Sydney,82,95,-77,860,39,16,Impressionist,Watercolor,Positive,7
B1137,37,London,28,93,-21,1283,43,20,Realistic,Bronze,Neutral,3
B1138,21,Singapore,65,89,-54,1326,19,7,Abstract,Bronze,Negative,10
B1139,30,NYC,9,43,48,1818,27,2,Surreal,Mixed Media,Negative,7
B1140,18,Toronto,88,15,-3,898,38,15,Realistic,Oil,Neutral,1
B1141,65,Singapore,16,78,6,1358,31,10,Impressionist,Mixed Media,Positive,1
B1142,60,Paris,67,66,-33,120,5,10,Surreal,Watercolor,Positive,8
B1143,37,Singapore,59,48,-7,1388,26,5,Abstract,Digital Prints,Neutral,6
B1144,41,London,46,85,-31,812,36,16,Abstract,Mixed Media,Negative,7
B1145,61,Dubai,66,31,3,1699,34,10,Abstract,Watercolor,Neutral,3
B1146,35,Toronto,67,42,-9,1672,11,18,Impressionist,Mixed Media,Neutral,9
B1147,55,Tokyo,98,30,-28,145,31,3,Surreal,Watercolor,Positive,7
B1148,58,Sydney,41,29,30,963,5,4,Abstract,Bronze,Neutral,9
B1149,32,London,24,82,-6,859,32,16,Abstract,Mixed Media,Neutral,8
B1150,32,London,26,72,2,1942,44,10,Surreal,Mixed Media,Neutral,9
B1151,45,Tokyo,10,22,68,284,22,5,Surreal,Bronze,Neutral,9
B1152,58,Berlin,58,89,-47,303,12,3,Surreal,Mixed Media,Positive,10
B1153,36,Dubai,58,68,-26,422,25,7,Surreal,Sculpture,Positive,5
B1154,47,Toronto,83,41,-24,1397,31,4,Contemporary,Oil,Neutral,4
B1155,44,Paris,90,2,8,1817,32,16,Impressionist,Watercolor,Neutral,9
B1156,43,Dubai,29,36,35,162,8,13,Impressionist,Sculpture,Neutral,10
B1157,62,NYC,91,33,-24,1254,49,17,Surreal,Sculpture,Negative,9
B1158,35,Tokyo,78,98,-76,464,11,5,Abstract,Bronze,Neutral,1
B1159,27,Toronto,34,23,43,1769,8,16,Contemporary,Mixed Media,Neutral,2
B1160,43,Dubai,46,53,1,1746,37,3,Realistic,Digital Prints,Negative,5
B1161,25,Dubai,84,7,9,1916,8,11,Realistic,Watercolor,Negative,8
B1162,26,Berlin,89,68,-57,1286,30,13,Realistic,Bronze,Negative,10
B1163,61,Berlin,41,39,20,159,36,20,Impressionist,Watercolor,Positive,1
B1164,26,NYC,91,91,-82,1052,16,16,Surreal,Bronze,Positive,5
B1165,63,Paris,37,55,8,1797,13,8,Abstract,Oil,Positive,2
B1166,60,NYC,80,70,-50,1512,12,9,Realistic,Digital Prints,Neutral,5
B1167,52,Tokyo,6,70,24,376,6,11,Realistic,Mixed Media,Negative,10
B1168,40,Mumbai,16,27,57,1104,50,16,Realistic,Watercolor,Neutral,7
B1169,41,Sydney,89,28,-17,1788,25,14,Realistic,Watercolor,Neutral,5
B1170,27,Singapore,54,44,2,1120,47,9,Abstract,Watercolor,Positive,4
B1171,64,Mumbai,3,9,88,822,43,10,Impressionist,Sculpture,Positive,1
B1172,24,Berlin,32,45,23,1342,38,10,Abstract,Bronze,Neutral,2
B1173,65,Toronto,82,21,-3,156,18,1,Impressionist,Sculpture,Positive,10
B1174,18,London,24,48,28,652,34,6,Impressionist,Digital Prints,Positive,2
B1175,46,Dubai,89,83,-72,596,18,16,Abstract,Digital Prints,Negative,5
B1176,40,Paris,55,29,16,645,43,16,Realistic,Watercolor,Neutral,1
B1177,22,Toronto,16,79,5,1440,8,18,Impressionist,Bronze,Positive,3
B1178,22,London,17,2,81,1303,35,3,Impressionist,Bronze,Neutral,1
B1179,48,London,78,52,-30,1622,20,14,Abstract,Mixed Media,Positive,5
B1180,58,Mumbai,67,97,-64,1803,34,9,Realistic,Digital Prints,Positive,3
B1181,18,NYC,95,59,-54,1859,29,18,Realistic,Watercolor,Positive,6
B1182,49,Mumbai,7,12,81,529,14,10,Realistic,Digital Prints,Positive,10
B1183,59,NYC,35,85,-20,463,40,19,Contemporary,Sculpture,Negative,1
B1184,45,Singapore,91,44,-35,656,39,16,Contemporary,Sculpture,Positive,4
B1185,52,Tokyo,76,47,-23,128,42,14,Realistic,Digital Prints,Positive,8
B1186,60,Paris,55,87,-42,1795,8,2,Contemporary,Digital Prints,Neutral,7
B1187,35,Toronto,67,76,-43,1600,49,12,Contemporary,Bronze,Negative,3
B1188,24,London,1,32,67,553,35,14,Abstract,Digital Prints,Neutral,5
B1189,64,Toronto,31,90,-21,177,7,6,Surreal,Bronze,Neutral,1
B1190,32,London,51,14,35,1393,26,12,Surreal,Oil,Negative,8
B1191,34,NYC,18,0,82,1424,21,10,Abstract,Digital Prints,Neutral,1
B1192,31,NYC,89,82,-71,963,43,6,Impressionist,Watercolor,Positive,3
B1193,22,Mumbai,43,19,38,760,8,20,Abstract,Oil,Neutral,10
B1194,36,Paris,86,5,9,671,49,17,Surreal,Digital Prints,Negative,10
B1195,48,Sydney,49,2,49,114,8,4,Surreal,Digital Prints,Positive,7
B1196,60,Mumbai,92,75,-67,916,21,5,Impressionist,Mixed Media,Negative,8
B1197,61,Tokyo,7,28,65,609,24,13,Contemporary,Bronze,Positive,4
B1198,43,Dubai,51,83,-34,308,40,19,Surreal,Bronze,Negative,3
B1199,18,London,7,89,4,486,17,7,Realistic,Mixed Media,Positive,2
B1200,26,Mumbai,94,78,-72,459,45,8,Contemporary,Watercolor,Positive,8
B1201,45,Toronto,33,43,24,1981,14,15,Realistic,Oil,Positive,9
B1202,20,Tokyo,93,74,-67,597,16,5,Contemporary,Watercolor,Negative,8
B1203,19,NYC,57,91,-48,1915,49,20,Surreal,Digital Prints,Positive,10
B1204,29,Mumbai,56,9,35,1435,18,10,Surreal,Watercolor,Neutral,7
B1205,34,NYC,99,25,-24,1127,48,5,Contemporary,Sculpture,Negative,3
B1206,55,Mumbai,24,35,41,1749,45,17,Surreal,Oil,Negative,7
B1207,41,Sydney,40,81,-21,1279,45,12,Impressionist,Bronze,Neutral,8
B1208,33,Singapore,81,53,-34,275,21,5,Realistic,Oil,Negative,1
B1209,58,Singapore,64,40,-4,1812,40,20,Surreal,Digital Prints,Negative,2
B1210,55,Paris,93,99,-92,1647,19,8,Realistic,Sculpture,Negative,7
B1211,30,Berlin,91,30,-21,1382,46,6,Realistic,Digital Prints,Positive,6
B1212,44,Berlin,10,66,24,1920,18,11,Realistic,Mixed Media,Positive,4
B1213,25,Tokyo,17,14,69,1628,38,14,Realistic,Sculpture,Negative,8
B1214,45,NYC,76,79,-55,887,50,18,Impressionist,Digital Prints,Negative,6
B1215,54,Sydney,66,50,-16,1445,41,6,Abstract,Bronze,Positive,8
B1216,36,Tokyo,95,1,4,1459,15,19,Impressionist,Digital Prints,Negative,10
B1217,62,Tokyo,13,80,7,802,24,16,Contemporary,Watercolor,Neutral,7
B1218,49,Singapore,55,24,21,261,27,17,Surreal,Digital Prints,Positive,3
B1219,42,Tokyo,63,93,-56,1336,6,13,Realistic,Watercolor,Negative,9
B1220,45,Singapore,87,2,11,365,7,5,Realistic,Sculpture,Positive,3
B1221,20,NYC,82,44,-26,892,13,3,Realistic,Mixed Media,Negative,7
B1222,44,Toronto,3,46,51,1003,41,3,Surreal,Mixed Media,Negative,5
B1223,56,NYC,6,97,-3,471,16,12,Surreal,Digital Prints,Neutral,8
B1224,45,Paris,19,92,-11,680,19,13,Realistic,Sculpture,Neutral,1
B1225,48,Paris,74,80,-54,746,9,15,Realistic,Watercolor,Neutral,10
B1226,29,Mumbai,11,55,34,1868,19,16,Contemporary,Digital Prints,Negative,3
B1227,37,Berlin,49,4,47,1030,34,9,Abstract,Digital Prints,Positive,4
B1228,62,Toronto,22,99,-21,126,28,8,Impressionist,Mixed Media,Positive,6
B1229,32,NYC,30,40,30,1723,30,16,Contemporary,Bronze,Negative,9
B1230,34,Paris,87,1,12,391,9,14,Contemporary,Sculpture,Negative,8
B1231,49,Mumbai,9,27,64,194,44,4,Contemporary,Mixed Media,Positive,5
B1232,30,Mumbai,29,61,10,661,27,7,Contemporary,Mixed Media,Neutral,3
B1233,33,Singapore,71,6,23,1816,49,20,Contemporary,Bronze,Neutral,3
B1234,23,Tokyo,56,22,22,1561,6,1,Realistic,Oil,Positive,4
B1235,62,NYC,0,54,46,1042,32,17,Surreal,Mixed Media,Negative,7
B1236,34,Singapore,55,93,-48,1415,49,6,Surreal,Oil,Neutral,9
B1237,36,Tokyo,95,47,-42,1197,37,16,Surreal,Watercolor,Positive,10
B1238,33,Berlin,58,5,37,1525,24,11,Contemporary,Watercolor,Positive,5
B1239,64,Sydney,33,39,28,685,22,9,Abstract,Mixed Media,Positive,9
B1240,20,Singapore,99,18,-17,820,33,10,Surreal,Digital Prints,Negative,7
B1241,24,Toronto,93,4,3,783,34,12,Contemporary,Digital Prints,Negative,2
B1242,20,Tokyo,48,48,4,248,7,2,Realistic,Digital Prints,Negative,10
B1243,48,Mumbai,55,18,27,248,16,10,Impressionist,Mixed Media,Neutral,3
B1244,50,Dubai,83,61,-44,155,40,4,Impressionist,Mixed Media,Neutral,3
B1245,50,NYC,79,87,-66,101,14,18,Impressionist,Digital Prints,Neutral,2
B1246,33,Paris,72,71,-43,777,21,6,Contemporary,Sculpture,Neutral,3
B1247,21,Dubai,46,19,35,482,7,10,Surreal,Mixed Media,Negative,8
B1248,45,Mumbai,69,15,16,237,36,9,Realistic,Oil,Positive,10
B1249,25,Berlin,2,86,12,1547,25,15,Surreal,Mixed Media,Positive,10
B1250,35,NYC,13,63,24,1224,37,9,Abstract,Bronze,Negative,7
B1251,53,Dubai,0,47,53,1140,40,8,Surreal,Bronze,Negative,4
B1252,24,Dubai,43,88,-31,352,15,3,Impressionist,Watercolor,Neutral,2
B1253,44,NYC,6,42,52,466,19,10,Impressionist,Mixed Media,Negative,8
B1254,38,London,43,11,46,725,30,15,Contemporary,Mixed Media,Positive,9
B1255,30,Sydney,92,7,1,573,30,17,Abstract,Sculpture,Positive,9
B1256,27,Tokyo,11,27,62,618,29,2,Abstract,Oil,Positive,10
B1257,26,Tokyo,18,42,40,1562,15,17,Abstract,Oil,Positive,7
B1258,57,London,20,74,6,1965,43,10,Surreal,Sculpture,Negative,6
B1259,28,Paris,13,62,25,1802,29,2,Impressionist,Mixed Media,Negative,10
B1260,31,Paris,0,22,78,1380,32,4,Contemporary,Watercolor,Neutral,3
B1261,34,Mumbai,44,16,40,382,36,18,Impressionist,Mixed Media,Neutral,7
B1262,49,Mumbai,72,72,-44,1961,38,2,Surreal,Oil,Negative,2
B1263,40,Tokyo,6,71,23,343,21,13,Impressionist,Watercolor,Negative,4
B1264,45,Dubai,71,63,-34,1729,48,10,Realistic,Mixed Media,Neutral,5
B1265,18,Sydney,73,8,19,1677,20,14,Surreal,Watercolor,Positive,9
B1266,40,Dubai,6,20,74,924,7,12,Impressionist,Sculpture,Positive,6
B1267,63,Paris,87,61,-48,1964,9,15,Realistic,Sculpture,Neutral,1
B1268,65,NYC,95,99,-94,1214,34,2,Impressionist,Watercolor,Neutral,9
B1269,55,NYC,83,99,-82,1141,48,13,Contemporary,Digital Prints,Neutral,6
B1270,51,Dubai,10,91,-1,1523,34,19,Realistic,Sculpture,Negative,5
B1271,21,London,70,75,-45,106,20,1,Surreal,Watercolor,Negative,3
B1272,36,Singapore,1,83,16,796,32,10,Contemporary,Mixed Media,Negative,9
B1273,41,Sydney,82,53,-35,305,37,9,Surreal,Sculpture,Negative,6
B1274,18,Sydney,77,53,-30,155,31,9,Realistic,Oil,Neutral,5
B1275,65,NYC,18,52,30,1620,11,16,Realistic,Mixed Media,Neutral,2
B1276,36,Tokyo,54,58,-12,1786,41,13,Surreal,Digital Prints,Negative,6
B1277,54,Berlin,63,53,-16,183,33,15,Impressionist,Oil,Neutral,4
B1278,26,London,4,12,84,1684,23,18,Impressionist,Digital Prints,Neutral,3
B1279,30,Dubai,66,88,-54,1317,22,7,Surreal,Sculpture,Negative,3
B1280,64,Paris,52,47,1,908,6,6,Abstract,Oil,Neutral,5
B1281,29,Dubai,52,97,-49,1078,42,12,Realistic,Mixed Media,Positive,4
B1282,40,Berlin,64,77,-41,1637,33,13,Contemporary,Mixed Media,Positive,2
B1283,25,Toronto,90,80,-70,1903,30,1,Realistic,Bronze,Positive,4
B1284,32,London,75,69,-44,589,43,12,Abstract,Watercolor,Positive,5
B1285,37,Toronto,31,84,-15,249,41,6,Surreal,Watercolor,Positive,5
B1286,53,Singapore,9,46,45,961,34,12,Surreal,Mixed Media,Positive,2
B1287,58,Sydney,2,83,15,214,43,6,Surreal,Mixed Media,Negative,1
B1288,38,Sydney,94,76,-70,1581,43,4,Contemporary,Mixed Media,Positive,5
B1289,19,Dubai,31,12,57,346,7,1,Impressionist,Oil,Neutral,7
B1290,48,Dubai,73,44,-17,594,15,18,Contemporary,Sculpture,Positive,5
B1291,30,Tokyo,4,47,49,1480,43,12,Realistic,Mixed Media,Negative,9
B1292,51,Sydney,86,27,-13,927,47,11,Abstract,Digital Prints,Positive,6
B1293,26,Sydney,9,94,-3,1913,25,4,Abstract,Sculpture,Positive,8
B1294,28,Mumbai,3,40,57,265,20,12,Surreal,Sculpture,Neutral,10
B1295,32,Sydney,30,1,69,1976,10,20,Contemporary,Watercolor,Negative,6
B1296,31,Paris,66,79,-45,555,40,19,Impressionist,Oil,Positive,6
B1297,57,Dubai,5,86,9,875,11,7,Realistic,Digital Prints,Positive,7
B1298,24,London,75,38,-13,1382,43,11,Realistic,Oil,Negative,5
B1299,20,Paris,50,74,-24,1371,44,2,Realistic,Digital Prints,Positive,8
B1300,48,Mumbai,77,11,12,924,43,19,Impressionist,Oil,Neutral,2
B1301,59,NYC,6,88,6,1333,18,19,Abstract,Sculpture,Neutral,6
B1302,31,Paris,51,23,26,910,23,7,Realistic,Mixed Media,Positive,3
B1303,53,Toronto,15,62,23,1737,46,3,Abstract,Watercolor,Positive,4
B1304,27,Mumbai,85,40,-25,1823,24,8,Surreal,Mixed Media,Negative,1
B1305,52,Singapore,15,72,13,1348,41,18,Realistic,Oil,Negative,2
B1306,31,Toronto,42,40,18,412,46,16,Impressionist,Sculpture,Negative,4
B1307,45,Mumbai,38,18,44,243,30,3,Contemporary,Watercolor,Positive,8
B1308,60,Singapore,85,100,-85,577,41,19,Surreal,Watercolor,Neutral,5
B1309,47,Singapore,14,43,43,456,32,12,Contemporary,Watercolor,Negative,4
B1310,49,Singapore,87,99,-86,442,19,16,Realistic,Sculpture,Neutral,7
B1311,58,Paris,49,14,37,944,25,15,Abstract,Oil,Positive,6
B1312,41,NYC,2,95,3,1136,24,15,Surreal,Mixed Media,Negative,3
B1313,39,Paris,20,20,60,175,35,5,Impressionist,Oil,Positive,1
B1314,34,Dubai,41,90,-31,417,35,4,Realistic,Watercolor,Positive,6
B1315,49,London,83,64,-47,258,38,6,Contemporary,Bronze,Neutral,2
B1316,28,Berlin,79,88,-67,720,34,19,Realistic,Oil,Neutral,3
B1317,21,Berlin,54,74,-28,1170,40,11,Impressionist,Sculpture,Positive,7
B1318,30,Tokyo,41,3,56,457,13,2,Impressionist,Digital Prints,Negative,10
B1319,55,Tokyo,91,38,-29,1851,23,3,Contemporary,Mixed Media,Positive,9
B1320,60,Sydney,4,94,2,1641,5,18,Abstract,Mixed Media,Positive,7
B1321,30,Tokyo,17,80,3,1647,11,3,Impressionist,Oil,Positive,5
B1322,22,Sydney,67,65,-32,1522,20,18,Realistic,Oil,Negative,4
B1323,33,Sydney,89,63,-52,849,10,9,Impressionist,Digital Prints,Negative,10
B1324,46,Toronto,91,19,-10,458,30,3,Surreal,Sculpture,Negative,4
B1325,38,Toronto,100,63,-63,1183,9,17,Contemporary,Digital Prints,Negative,6
B1326,54,Mumbai,70,26,4,226,42,1,Contemporary,Sculpture,Negative,8
B1327,31,Tokyo,40,60,0,979,8,18,Contemporary,Mixed Media,Neutral,7
B1328,63,NYC,32,73,-5,1608,13,18,Impressionist,Bronze,Neutral,3
B1329,65,Singapore,90,71,-61,475,5,10,Abstract,Digital Prints,Negative,8
B1330,59,Tokyo,64,92,-56,473,31,20,Realistic,Digital Prints,Negative,4
B1331,19,Sydney,55,5,40,1459,19,15,Surreal,Digital Prints,Positive,9
B1332,18,Dubai,74,37,-11,298,5,2,Contemporary,Bronze,Neutral,5
B1333,30,London,18,95,-13,1584,17,12,Abstract,Watercolor,Neutral,6
B1334,55,Sydney,44,2,54,144,10,8,Surreal,Digital Prints,Neutral,4
B1335,26,Dubai,36,26,38,840,47,9,Surreal,Oil,Neutral,5
B1336,63,Dubai,0,98,2,555,22,14,Abstract,Sculpture,Positive,10
B1337,34,Mumbai,84,74,-58,1653,39,16,Realistic,Watercolor,Positive,7
B1338,31,Sydney,1,5,94,657,42,10,Surreal,Mixed Media,Negative,2
B1339,21,Paris,8,88,4,578,26,10,Surreal,Sculpture,Negative,9
B1340,55,Paris,61,100,-61,470,29,16,Contemporary,Sculpture,Negative,8
B1341,52,Sydney,85,50,-35,1025,6,18,Surreal,Oil,Positive,4
B1342,32,Toronto,59,58,-17,1201,24,4,Realistic,Watercolor,Negative,7
B1343,51,Berlin,13,61,26,1796,13,20,Contemporary,Sculpture,Neutral,4
B1344,18,Toronto,61,10,29,1820,43,2,Surreal,Bronze,Negative,3
B1345,52,London,47,77,-24,591,7,16,Contemporary,Bronze,Negative,5
B1346,46,Mumbai,22,16,62,1045,49,1,Realistic,Digital Prints,Negative,10
B1347,47,London,38,95,-33,1865,32,20,Impressionist,Mixed Media,Neutral,6
B1348,29,Singapore,57,45,-2,1648,40,18,Surreal,Oil,Neutral,5
B1349,52,Berlin,29,71,0,1122,40,9,Realistic,Sculpture,Negative,3
B1350,31,Paris,89,70,-59,546,36,13,Abstract,Sculpture,Negative,1
B1351,24,Toronto,95,80,-75,1905,34,7,Contemporary,Oil,Positive,9
B1352,20,NYC,30,34,36,1632,26,14,Surreal,Mixed Media,Negative,6
B1353,37,Berlin,56,24,20,590,6,12,Contemporary,Sculpture,Negative,2
B1354,64,Dubai,76,1,23,1808,37,12,Abstract,Sculpture,Positive,5
B1355,41,Berlin,76,0,24,843,35,11,Surreal,Oil,Positive,7
B1356,46,Dubai,97,41,-38,1713,8,12,Realistic,Mixed Media,Negative,10
B1357,18,Dubai,93,1,6,431,29,14,Abstract,Sculpture,Neutral,5
B1358,24,Sydney,32,59,9,1008,50,12,Contemporary,Mixed Media,Positive,10
B1359,18,Toronto,24,12,64,1934,44,10,Abstract,Mixed Media,Neutral,5
B1360,26,London,10,89,1,1884,20,10,Contemporary,Sculpture,Neutral,8
B1361,37,Toronto,43,15,42,284,50,11,Impressionist,Oil,Negative,9
B1362,60,London,68,53,-21,1022,18,10,Contemporary,Sculpture,Neutral,2
